chr1	129999882	130134312	NM_181750	0	+	130049805	130133335	0	27	178,209,211,42,90,115,79,60,141,109,96,38,51,227,255,152,102,297,124,155,152,104,173,145,83,85,1339,	0,48438,49883,58896,59463,64587,65673,71643,71786,75577,75781,78411,78532,78680,81094,83452,87332,90154,93668,107899,113095,118294,120163,128017,131760,132236,133091,
chr1	127810212	128389504	NM_172484	0	-	127811319	128345033	0	15	1386,137,315,79,178,3740,192,120,39,69,153,88,134,64,380,	0,63290,67747,100935,109397,110640,120137,188908,196573,210407,308973,344755,468416,534818,578912,
chr1	137331156	137481932	NM_173437	0	-	137338260	137481897	0	29	7200,198,119,197,72,155,236,160,96,98,169,193,197,131,112,84,78,24,53,171,149,42,435,691,298,139,366,103,801,	0,9054,14351,15315,15990,16206,17592,18225,18613,19465,19854,20111,20554,24067,25764,26111,29142,29335,30126,31259,33061,34276,35052,35900,37579,38153,97769,102617,149975,
chr1	140381290	140516273	NM_021605	0	-	140383576	140458336	0	10	2397,114,95,108,109,111,63,141,83,145,	0,13862,17857,30911,31814,48023,49650,59489,76989,134838,
chr1	136312043	136328918	NM_028320	0	+	136319591	136328235	0	8	119,235,117,172,187,188,194,812,	0,7454,8491,9284,10442,12615,15590,16063,
chr1	135260148	135276895	NM_175443	0	+	135260340	135275966	0	8	447,260,123,143,84,146,74,1002,	0,2004,5178,9563,10955,13334,14877,15745,
chr1	162186702	162723069	NM_013862	0	-	162187382	162671020	0	21	695,93,129,42,144,126,75,114,151,94,142,167,103,67,111,158,175,211,193,180,203,	0,871,85464,135610,185251,186619,197179,215426,370643,388736,425469,444140,445786,453575,465561,467460,476957,478976,482324,484180,536164,
chr1	164601915	164670687	NM_001081290	0	-	164603532	164654946	0	35	1872,237,127,104,219,108,232,137,113,204,202,102,93,252,189,86,841,155,209,2253,208,259,158,547,54,145,88,134,83,221,126,110,178,166,232,	0,3820,4906,5570,6225,7715,8041,8975,9436,10533,12270,16331,19356,20588,20951,24493,25648,27094,30397,32584,35981,37068,37744,38498,41519,42458,43607,43801,44494,46905,48696,49645,51325,52919,68540,
chr1	160292434	160621917	NM_001205204	0	+	160292713	160618881	0	23	562,188,394,147,108,150,192,85,75,138,151,167,195,128,105,189,269,134,152,136,101,184,3274,	0,110071,139744,141899,143058,147542,148651,158140,210648,217277,217907,234853,238011,239633,246947,250042,294736,301691,305178,306324,312276,321773,326209,
chr1	160292434	160621917	NM_007495	0	+	160292713	160618881	0	23	562,188,394,147,108,150,168,85,75,138,151,167,195,128,105,189,269,134,152,136,101,184,3274,	0,110071,139744,141899,143058,147542,148651,158140,210648,217277,217907,234853,238011,239633,246947,250042,294736,301691,305178,306324,312276,321773,326209,
chr1	176989206	177422676	NM_011880	0	-	176989874	177421261	0	17	719,90,187,126,111,62,99,75,82,77,65,52,107,51,97,124,285,	0,19113,20329,24896,27040,30343,31918,34728,62652,62819,63855,90576,94048,130101,211741,431977,433185,
chr1	180885169	181448134	NM_027188	0	-	180887591	181448082	0	12	2524,109,175,88,111,103,68,137,58,108,64,216,	0,17149,88698,95252,131285,137827,139296,450244,455368,456639,468316,562749,
chr1	176989206	177422676	NM_001199003	0	-	176996771	177421261	0	18	719,78,90,187,126,111,62,99,75,82,77,65,52,107,51,97,124,285,	0,7541,19113,20329,24896,27040,30343,31918,34728,62652,62819,63855,90576,94048,130101,211741,431977,433185,
chr1	180336011	180413380	NM_026626	0	+	180336233	180411559	0	7	253,85,73,80,43,67,1937,	0,31521,49935,69001,69804,69944,75432,
chr1	186636946	186669726	NM_133684	0	-	186643099	186669696	0	8	816,147,72,62,141,169,174,302,	0,6133,9267,9421,19508,20792,28186,32478,
chr1	189432884	190038763	NM_001243792	0	+	189867225	190035018	0	8	200,88,416,117,111,162,270,3990,	0,184319,434328,457335,537307,541173,589570,601889,
chr1	3204562	3661579	NM_001011874	0	-	3206102	3661429	0	3	2487,200,947,	0,207220,456070,
chr1	4899656	5009507	NM_021374	0	-	4900554	5009460	0	5	1087,235,84,143,116,	0,2738,7321,14271,109735,
chr1	4847774	4887990	NM_001159750	0	+	4847994	4886445	0	10	283,63,106,88,143,57,155,147,72,1554,	0,9776,20333,29050,31766,33046,34221,35723,37240,38662,
chr1	4848408	4887990	NM_001159751	0	+	4848488	4886445	0	10	176,63,106,88,146,57,155,147,72,1554,	0,9142,19699,28416,31129,32412,33587,35089,36606,38028,
chr1	5073253	5152630	NM_133826	0	+	5074531	5152246	0	14	106,147,103,90,114,105,54,98,193,179,126,102,114,445,	0,1244,5836,10190,12442,14856,17897,34217,41104,49911,52639,60577,66775,78932,
chr1	4847774	4887990	NM_011541	0	+	4847994	4886445	0	10	283,63,106,88,146,57,155,147,72,1554,	0,9776,20333,29050,31763,33046,34221,35723,37240,38662,
chr1	9788210	9892649	NM_133220	0	+	9855333	9888971	0	18	117,107,218,84,73,76,88,50,58,84,132,113,37,87,96,156,90,3849,	0,28883,67001,70253,73500,74128,79036,80896,82202,83448,83630,86277,86495,87537,87917,90740,93231,100590,
chr1	9788210	9892649	NM_177547	0	+	9855333	9888971	0	17	117,218,84,73,76,88,50,58,84,132,113,37,87,96,156,90,3849,	0,67001,70253,73500,74128,79036,80896,82202,83448,83630,86277,86495,87537,87917,90740,93231,100590,
chr1	10983545	11293763	NM_029525	0	+	10983873	11287834	0	40	445,72,123,105,102,162,134,104,150,145,101,104,50,76,73,143,93,149,86,137,118,185,162,223,208,180,95,83,91,129,42,218,103,144,115,67,191,103,68,5975,	0,67861,72329,74546,86558,96252,104998,107599,114138,116817,119278,129656,130349,138873,143300,146491,146771,149184,156345,160078,162776,166631,168775,176388,177119,188390,190981,191665,192422,193172,200048,206370,210601,215047,238217,272214,272504,291592,295788,304243,
chr1	13129239	13364164	NM_008678	0	-	13132841	13214775	0	23	3614,90,199,178,229,78,279,166,130,216,207,211,1270,148,144,102,189,178,104,173,105,57,146,	0,7716,9158,9772,11531,13220,13638,17211,21002,22914,25737,27737,34920,37915,41322,42057,45016,47574,50928,82148,85450,146810,234779,
chr1	12856630	12981216	NM_172841	0	-	12861948	12980576	0	9	5779,65,242,160,199,165,212,133,1556,	0,9760,12588,14743,27877,54488,72439,77430,123030,
chr1	13129239	13364164	NM_001077695	0	-	13132841	13214775	0	22	3614,90,199,178,229,78,279,166,130,216,211,1270,148,144,102,189,178,104,173,105,57,146,	0,7716,9158,9772,11531,13220,13638,17211,21002,22914,27737,34920,37915,41322,42057,45016,47574,50928,82148,85450,146810,234779,
chr1	14159038	14300280	NM_010164	0	-	14160996	14292974	0	18	2039,101,122,115,161,59,90,84,140,187,83,123,146,70,78,128,50,554,	0,10522,14199,14423,15391,15668,39937,60535,62455,83470,84062,101747,105107,105576,114163,133812,135467,140688,
chr1	14159038	14300280	NM_001252192	0	-	14160996	14294530	0	17	2039,101,122,115,161,59,90,84,140,187,83,138,143,70,78,50,554,	0,10522,14199,14423,15391,15668,39937,60535,62455,83470,84062,101747,105107,105576,114163,135467,140688,
chr1	16632845	16646946	NM_026456	0	-	16633368	16638039	0	4	714,144,53,44,	0,2921,5190,14057,
chr1	16095962	16122631	NM_133832	0	+	16096098	16121498	0	6	425,236,99,146,132,1257,	0,1913,22283,23314,25193,25412,
chr1	15843942	15882803	NM_001033288	0	-	15845825	15882733	0	5	2001,177,91,195,284,	0,5027,6399,29784,38577,
chr1	16985020	17087970	NM_020604	0	-	16987559	17087685	0	5	2620,644,119,760,664,	0,8951,21099,96358,102286,
chr1	19093102	19156413	NM_153154	0	+	19093336	19156259	0	8	273,498,61,166,119,142,114,374,	0,1342,5228,15808,16140,39815,45282,62937,
chr1	21388483	21952023	NM_001160139	0	-	21392243	21951662	0	15	4723,127,132,109,221,57,27,95,96,111,126,176,127,91,762,	0,6529,7390,25646,59001,63148,67980,71067,80971,88820,106897,107281,136658,195121,562778,
chr1	21388483	21952023	NM_023872	0	-	21392243	21951662	0	14	4723,127,132,109,221,27,95,96,111,126,176,127,91,762,	0,6529,7390,25646,59001,67980,71067,80971,88820,106897,107281,136658,195121,562778,
chr1	22278502	22812563	NM_053270	0	-	22278502	22812563	0	32	219,140,102,113,139,236,167,113,113,183,72,84,90,63,126,157,72,131,113,47,124,100,111,65,73,235,338,12,214,69,81,164,	0,1638,2591,4400,8436,57871,84922,91006,109029,110177,116022,123789,133319,137449,139040,140043,144350,196527,201061,204024,207771,211490,212978,214924,261735,262342,266622,322429,324707,358748,455266,533897,
chr1	22278502	22812563	NM_183018	0	-	22278502	22812563	0	31	219,140,102,113,139,236,167,113,113,183,72,90,63,126,157,72,131,113,47,124,100,111,65,73,235,338,12,214,69,81,164,	0,1638,2591,4400,8436,57871,84922,91006,109029,110177,116022,133319,137449,139040,140043,144350,196527,201061,204024,207771,211490,212978,214924,261735,262342,266622,322429,324707,358748,455266,533897,
chr1	22278502	22812563	NM_001012625	0	-	22278502	22812563	0	27	219,140,102,113,139,236,167,113,113,126,157,72,131,113,47,124,100,111,65,73,235,338,12,214,69,81,164,	0,1638,2591,4400,8436,57871,84922,91006,109029,139040,140043,144350,196527,201061,204024,207771,211490,212978,214924,261735,262342,266622,322429,324707,358748,455266,533897,
chr1	22278502	22812563	NM_001012623	0	-	22278502	22812563	0	30	219,140,102,113,139,236,167,113,112,73,90,63,126,157,72,131,113,47,124,100,111,65,73,235,338,12,214,69,81,164,	0,1638,2591,4400,8436,57871,84922,91006,109029,116021,133319,137449,139040,140043,144350,196527,201061,204024,207771,211490,212978,214924,261735,262342,266622,322429,324707,358748,455266,533897,
chr1	22278502	22812563	NM_001012624	0	-	22278502	22812563	0	29	219,140,102,113,139,236,167,113,112,91,63,126,157,72,131,113,47,124,100,111,65,73,235,338,12,214,69,81,164,	0,1638,2591,4400,8436,57871,84922,91006,109029,133318,137449,139040,140043,144350,196527,201061,204024,207771,211490,212978,214924,261735,262342,266622,322429,324707,358748,455266,533897,
chr1	23852465	23929128	NM_028534	0	-	23853267	23928994	0	10	937,308,166,128,91,81,76,86,134,252,	0,2637,3676,7796,13396,20590,30747,32082,46233,76411,
chr1	24685382	24823146	NM_026719	0	+	24685595	24819581	0	16	273,177,61,98,68,89,74,126,153,65,103,105,150,79,92,3679,	0,56859,64403,76283,77439,82974,86371,100008,103209,115345,115718,116328,118267,120262,133654,134085,
chr1	34068669	34365497	NM_134448	0	+	34068669	34364437	0	98	91,62,90,78,93,167,113,107,120,96,128,94,155,463,129,78,162,105,96,126,150,155,127,184,158,179,139,194,163,84,108,99,129,89,133,5292,150,216,150,234,153,234,267,546,177,124,209,318,167,157,127,63,242,130,200,496,1472,162,171,167,160,85,242,207,120,108,219,204,232,227,123,102,102,174,156,198,129,171,156,207,120,170,160,195,129,144,189,130,164,163,155,75,18,118,72,203,124,1323,	0,74417,102108,104293,105607,123265,140377,140588,142688,144774,144956,148795,149179,151184,151801,152072,152251,152502,153233,154355,155117,155451,155786,155998,157339,157925,158535,159291,160358,161177,162290,162872,172191,174137,174994,176147,181567,182180,182690,184003,185376,186693,187467,189045,190620,196729,199329,200397,201077,202709,203661,205985,206510,207571,211979,213684,215950,230794,232519,235824,237654,238785,239871,240986,244407,244717,245897,248339,250195,251439,252700,252925,255032,256404,256910,259003,259530,262343,263380,263848,266195,270598,272434,275362,276066,277699,278534,279962,281495,282559,283329,283637,284917,287896,290036,291005,294703,295505,
chr1	33908896	33964466	NM_177235	0	-	33910198	33940405	0	7	1316,120,193,221,178,208,56,	0,10602,11690,12471,26208,31389,55514,
chr1	34068669	34365497	NM_133833	0	+	34068669	34364437	0	93	91,62,90,78,93,167,113,107,120,96,128,94,155,463,129,78,162,105,96,126,150,155,127,184,158,179,139,194,163,84,108,99,129,89,133,153,234,267,546,177,124,209,318,167,157,127,63,242,130,200,496,1472,162,171,167,160,85,242,207,120,108,219,204,232,227,123,102,102,174,156,198,129,171,156,207,120,170,160,195,129,144,189,130,164,163,155,75,18,118,72,203,124,1323,	0,74417,102108,104293,105607,123265,140377,140588,142688,144774,144956,148795,149179,151184,151801,152072,152251,152502,153233,154355,155117,155451,155786,155998,157339,157925,158535,159291,160358,161177,162290,162872,172191,174137,174994,185376,186693,187467,189045,190620,196729,199329,200397,201077,202709,203661,205985,206510,207571,211979,213684,215950,230794,232519,235824,237654,238785,239871,240986,244407,244717,245897,248339,250195,251439,252700,252925,255032,256404,256910,259003,259530,262343,263380,263848,266195,270598,272434,275362,276066,277699,278534,279962,281495,282559,283329,283637,284917,287896,290036,291005,294703,295505,
chr1	34858566	34869599	NM_183019	0	+	34861812	34868674	0	10	280,180,180,180,233,130,132,244,78,1077,	0,3192,4234,4593,5337,5920,7975,8589,9364,9956,
chr1	36568720	36585082	NM_001039551	0	+	36568755	36580928	0	9	1278,144,150,170,97,134,139,99,3072,	0,7076,8202,8643,8943,9329,9825,12158,13290,
chr1	36568720	36585082	NM_053186	0	+	36568755	36582075	0	8	1278,144,150,170,97,134,139,3072,	0,7076,8202,8643,8943,9329,9825,13290,
chr1	36818705	36839661	NM_009539	0	+	36827655	36839429	0	13	82,411,161,139,85,44,52,196,207,193,141,113,356,	0,8941,9928,16292,16519,16686,16890,17256,17824,18976,19258,19485,20600,
chr1	37473929	37486948	NM_198006	0	-	37477430	37486812	0	3	3543,84,235,	0,11257,12784,
chr1	36849033	36996372	NM_018872	0	-	36849765	36996190	0	41	1017,155,98,97,122,163,150,125,128,179,593,159,186,187,143,152,67,110,139,118,76,153,87,105,135,111,171,154,109,109,62,57,151,81,123,117,124,69,41,62,363,	0,1855,2615,2912,3106,3973,6753,7090,9636,12279,15695,16638,18092,19219,19972,20368,23266,23698,23920,26469,26704,26874,30878,32527,33023,33240,34822,35073,35876,37377,41307,42427,42573,45770,48200,49405,62655,80323,89145,97075,146976,
chr1	38109630	38186507	NM_019570	0	-	38109931	38165302	0	23	413,103,157,212,121,234,203,166,103,173,221,120,155,129,109,117,108,704,153,169,127,64,201,	0,830,1054,1298,1959,2505,3478,3931,4888,6336,10329,14714,18557,21529,26504,30918,32759,35185,39277,46067,54782,55618,76676,
chr1	38234171	38721800	NM_010678	0	-	38236293	38683986	0	23	2244,224,50,94,72,137,64,128,202,125,1095,193,38,52,52,37,81,48,386,313,121,156,98,	0,3933,4288,7998,9609,13844,16239,26484,27563,30579,32226,40936,75314,92383,142785,152545,164394,229169,357579,358084,359499,449762,487531,
chr1	37811620	37921924	NM_207228	0	-	37812341	37898080	0	20	746,147,105,203,210,186,111,169,56,155,116,152,78,171,159,168,66,216,129,57,	0,6173,6654,8531,29041,46944,49853,52161,56196,60756,64749,79410,80482,80646,85723,86409,87679,94455,100469,110247,
chr1	39251116	39420085	NM_008719	0	+	39320188	39418852	0	21	471,57,149,92,90,121,114,119,83,107,148,85,142,110,102,147,198,191,93,175,1386,	0,69047,93196,98415,106372,117569,118683,130168,131024,131816,134035,136665,139538,140431,141723,143781,150997,153219,154160,165377,167583,
chr1	39428341	39535592	NM_018775	0	-	39429193	39535411	0	20	1290,98,90,66,241,69,99,130,286,118,215,151,171,198,208,241,229,119,111,308,	0,2230,2585,4927,5381,7958,8498,8731,9780,13624,14501,17811,19620,20560,22568,31186,33794,35255,54571,106943,
chr1	38920717	38955005	NM_145142	0	-	38922342	38952803	0	7	2163,106,235,92,132,120,271,	0,4108,7728,10076,20477,32064,34017,
chr1	39957757	40083155	NM_001252202	0	+	39958074	40081557	0	30	374,66,57,126,111,91,131,55,79,176,73,211,162,87,126,162,107,152,98,176,121,118,171,144,135,101,150,160,140,1682,	0,596,61265,73014,75794,79647,82226,82970,84269,85712,88057,89176,96108,98975,99711,100517,103894,105758,106520,108775,109644,113193,113614,116197,118631,120171,121792,122447,123397,123716,
chr1	39957757	40083155	NM_001252201	0	+	39958074	40081557	0	31	374,66,57,126,111,91,131,55,79,176,73,211,162,87,126,107,152,98,9,176,121,192,118,171,144,135,101,150,160,140,1682,	0,596,61265,73014,75794,79647,82226,82970,84269,85712,88057,89176,96108,98975,99711,103894,105758,106520,107418,108775,109644,110737,113193,113614,116197,118631,120171,121792,122447,123397,123716,
chr1	40323430	40373022	NM_001123382	0	+	40339083	40370238	0	11	296,64,238,190,169,66,118,152,144,168,3203,	0,15647,26534,26872,28172,31323,34174,35692,43700,45761,46389,
chr1	39957757	40083155	NM_001252200	0	+	39958074	40081557	0	32	374,66,57,126,111,91,131,55,79,176,73,211,162,87,126,162,231,107,152,98,9,176,121,118,171,144,135,101,150,160,140,1682,	0,596,61265,73014,75794,79647,82226,82970,84269,85712,88057,89176,96108,98975,99711,100517,102844,103894,105758,106520,107418,108775,109644,113193,113614,116197,118631,120171,121792,122447,123397,123716,
chr1	39957757	40083155	NM_008696	0	+	39958074	40081557	0	31	374,66,57,126,111,91,131,55,79,176,73,211,162,87,126,231,107,152,98,9,176,121,118,171,144,135,101,150,160,140,1682,	0,596,61265,73014,75794,79647,82226,82970,84269,85712,88057,89176,96108,98975,99711,102844,103894,105758,106520,107418,108775,109644,113193,113614,116197,118631,120171,121792,122447,123397,123716,
chr1	40738556	40825730	NM_001033289	0	+	40738718	40824844	0	12	454,464,251,218,203,90,71,162,97,132,91,1260,	0,36883,44496,60908,62091,73997,74547,80189,81831,83853,84531,85914,
chr1	42705044	42751670	NR_027826	0	-	42751670	42751670	0	4	257,47,163,79,	0,15356,18641,46547,
chr1	43502595	43627363	NM_010879	0	+	43590412	43626187	0	5	277,163,242,722,1371,	0,63870,87801,108110,123397,
chr1	43104113	43155467	NM_001013025	0	-	43106503	43132783	0	13	2567,434,160,147,144,58,342,83,155,195,702,198,353,	0,4289,6142,7250,9343,11829,12611,15248,20205,24192,27982,49583,51001,
chr1	44608515	44853681	NM_028450	0	+	44746032	44851866	0	11	202,72,62,72,99,138,117,93,139,95,1887,	0,137473,156946,192803,202672,214343,221600,222382,229297,236777,243279,
chr1	45852345	45880458	NM_028599	0	+	45852366	45880360	0	21	104,130,66,91,125,71,120,89,159,60,116,176,158,181,95,96,170,60,147,92,306,	0,3515,5660,6538,8376,9876,11172,12170,16540,17544,17689,19040,20976,21762,22669,23321,23988,24630,26947,27382,27807,
chr1	50984366	51244114	NM_019790	0	+	50984791	51242325	0	10	597,110,130,27,97,149,60,124,159,1886,	0,3026,10690,15674,143945,204620,205536,252729,254214,257862,
chr1	51806609	51972818	NM_010863	0	-	51808016	51940061	0	30	1531,128,153,133,107,135,75,87,87,69,150,94,201,227,201,63,105,66,87,119,148,104,99,64,47,105,95,116,144,214,	0,5877,7339,8110,10529,12726,14124,17056,19238,21020,23467,24546,26438,28555,29795,32204,34671,43874,44546,47233,47622,49766,51418,63237,70375,74331,84683,113553,133317,165995,
chr1	51806609	51972818	NM_001161817	0	-	51808016	51940061	0	31	1531,128,153,133,107,135,75,87,87,87,69,150,94,201,227,201,63,105,66,87,119,148,104,99,64,47,105,95,116,144,214,	0,5877,7339,8110,10529,12726,14124,17056,18884,19238,21020,23467,24546,26438,28555,29795,32204,34671,43874,44546,47233,47622,49766,51418,63237,70375,74331,84683,113553,133317,165995,
chr1	53246031	53353840	NM_153556	0	-	53246177	53338916	0	13	311,161,131,480,851,144,123,117,164,103,183,152,111,	0,2912,5740,7635,17374,18388,18775,27043,67441,78640,85882,92753,107698,
chr1	52687548	52708763	NR_024590	0	+	52708763	52708763	0	9	147,116,232,73,94,69,226,177,2214,	0,6660,10124,10466,11614,12463,14556,18045,19001,
chr1	52687548	52708763	NM_001142647	0	+	52687601	52706688	0	9	147,116,232,73,94,115,226,177,2214,	0,6660,10124,10466,11614,12417,14556,18045,19001,
chr1	54307526	54425571	NM_030025	0	+	54307672	54425243	0	28	203,164,221,179,69,117,130,44,93,108,125,178,69,114,72,108,63,129,170,94,170,127,195,69,162,87,120,427,	0,9241,12761,13091,21795,26971,28028,31047,34852,38152,40019,49623,50317,54181,63462,78274,78800,102313,103936,105004,105981,110309,113735,114212,114365,115450,117231,117618,
